,N,x,xmobile,logQ,dlogQ_-2.50,mu_-2.50,ddxdmu_-2.50,dxdmu_-2.50,dxmobile,dxmobdmu_-2.50,V_-2.50,x_-2.50,xmobile_-2.50,S_-2.50,dS_-2.50,dx,dSmob_-2.50,dSmobvib_-2.50,dH_-2.50,dG_-2.50,min_amp_-2.50,max_amp_-2.50,total_amp_-2.50
146,146,0.73,0.73,-72.89629412690892045,-3.847526706014610949,-4.002854652733003119,-0.021306042618077600248,9.294517529471201669,1.0,9.294517529471201669,4.002854652733003119,0.73,0.73,4.1288646356245454106,5.1745235188084937328,1.0,5.1745235188084937328,5.1745235188084937328,-384.70062521098465907,-386.21676060199554772,-11.321596173824640341,11.321596173824706177,22.643192347649346519
147,147,0.735,0.735,-76.75443536975755271,-3.8692788119435154968,-4.0023054386415327166,-0.02234452315674647499,8.862546996783495869,1.0,8.862546996783495869,4.0023054386415327166,0.735,0.735,4.1524744041721180945,4.2033412219164759116,1.0,4.2033412219164759116,4.2033412219164759116,-384.9321905199528333,-386.16376949797436074,-11.321596173824640341,11.321596173824706177,22.643192347649346519
148,148,0.74,0.74,-80.63485175079595144,-3.892215752328103899,-4.00172630892804171,-0.02365569414405338522,8.371320046305374055,1.0,8.371320046305374055,4.00172630892804171,0.74,0.74,4.1708980478437102054,3.114940258559579428,1.0,3.114940258559579428,3.114940258559579428,-385.19521447946894555,-386.10789197522690233,-11.321596173824640341,11.321596173824706177,22.643192347649346519
149,149,0.745,0.745,-84.53886687441376051,-3.9165902002316222673,-4.0011108839064747212,-0.025191665825949919807,7.8609087610789437615,1.0000000000000142,7.8609087610790554716,4.0011108839064747212,0.745,0.745,4.1836238067577139156,1.9425662426674197847,1.0000000000000142,1.9425662426674473902,1.9425662426674473902,-385.47934057852373596,-386.04851248762528995,-11.321596173824640341,11.321596173824706177,22.643192347649346519
150,150,0.75,0.75,-88.46803215125919598,-3.9425990839800037387,-4.0004541913772679166,-0.026892825541513815102,7.3636511824199914196,1.0000000000000142,7.3636511824200960633,4.0004541913772679166,0.75,0.75,4.19032371027038442,0.7238989784690798013,1.0000000000000142,0.7238989784690900885,0.7238989784690900885,-385.77304889015179384,-385.98515129084323422,-11.321596173824640341,11.321596173824706177,22.643192347649346519
151,151,0.755,0.755,-92.424065042373767985,-3.9703758513146498975,-3.999752861948037304,-0.028695899314516368217,6.9009646440042325772,1.0,6.9009646440042325772,3.999752861948037304,0.755,0.755,4.1908627965424047196,-0.5039049809473285235,1.0,-0.5039049809473285235,-0.5039049809473285235,-386.065127447355086,-385.91748328793751874,-11.321596173824640341,11.321596173824706177,22.643192347649346519
152,152,0.76,0.76,-96.40878385388849577,-3.999990882609036475,-3.9990051186003644293,-0.030541330809115535203,6.4839802769261711463,1.0,6.4839802769261711463,3.9990051186003644293,0.76,0.76,4.1852846604609111303,-1.7082667780703963689,1.0,-1.7082667780703963689,-1.7082667780703963689,-386.3458591886704796,-385.84533702269585345,-11.321596173824640341,11.321596173824706177,22.643192347649346519
153,153,0.765,0.765,-100.424046807591840935,-4.031458512932880968,-3.998210599391257805,-0.03237865662580925903,6.11604702708796475,1.0,6.11604702708796475,3.998210599391257805,0.765,0.765,4.1737801287617007414,-2.8637092473452658847,1.0,-2.8637092473452658847,-2.8637092473452658847,-386.60774438240065864,-385.76867757292849573,-11.321596173824640341,11.321596173824706177,22.643192347649346519
154,154,0.77,0.77,-104.47170087975425771,-4.064748195860654993,-3.9973700755806312566,-0.034169372643210080623,5.7955230453063025387,1.0,5.7955230453063025387,3.9973700755806312566,0.77,0.77,4.156647567987458447,-3.9527636577327180112,1.0,-3.9527636577327180112,-3.9527636577327180112,-386.84573910562006915,-385.68757935390438277,-11.321596173824640341,11.321596173824706177,22.643192347649346519
155,155,0.775,0.775,-108.55354319931315092,-4.099797258219301129,-3.9964851295895116394,-0.035887504388099400465,5.5180595578847485318,1.0,5.5180595578847485318,3.9964851295895116394,0.775,0.775,4.1342524921843735275,-4.9655723474227201064,1.0,-4.9655723474227201064,-4.9655723474227201064,-387.05710774383670345,-385.60219504604184645,-11.321596173824640341,11.321596173824706177,22.643192347649346519
156,156,0.78,0.78,-112.67129539619285997,-4.136523204636853794,-3.9955578443252235449,-0.037518513956502450024,5.278177777162777616,1.0,5.278177777162777616,3.9955578443252235449,0.78,0.78,4.1069918445132312036,-5.898676300175805326,1.0,-5.898676300175805326,-5.898676300175805326,-387.2410377752973886,-385.51272561934587763,-11.321596173824640341,11.321596173824706177,22.643192347649346519
157,157,0.785,0.785,-116.82658960858685851,-4.174834286132306029,-3.9945905363374110287,-0.039057281223549799448,5.0702296830118287504,1.0,5.0702296830118287504,3.9945905363374110287,0.785,0.785,4.075265729182615424,-6.7534612595297151827,1.0,-6.7534612595297151827,-6.7534612595297151827,-387.39815873592046497,-385.41939458687825842,-11.321596173824640341,11.321596173824706177,22.643192347649346519
158,158,0.79,0.79,-121.020963968457472025,-4.214637767083953393,-3.9935855470871899854,-0.040505787079499411957,4.888915902528120519,1.0,4.888915902528120519,3.9935855470871899854,0.79,0.79,4.039457231917933994,-7.5346145251154363898,1.0,-7.5346145251154363898,-7.5346145251154363898,-387.53006992115122775,-385.32242786529240489,-11.321596173824640341,11.321596173824706177,22.643192347649346519
159,159,0.795,0.795,-125.255865142754765296,-4.255845860291304853,-3.9925450930940881331,-0.041870925312562156523,4.7295201889882710028,1.0,4.7295201889882710028,3.9925450930940881331,0.795,0.795,3.9999195839314609958,-8.248797731233381142,1.0,-8.248797731233381142,-8.248797731233381142,-387.63893705146248278,-385.2220393162111021,-11.321596173824640341,11.321596173824706177,22.643192347649346519
160,160,0.8,0.8,-129.53265568904008173,-4.298379617709077706,-3.9914711676997665058,-0.043162670231328024648,4.5879781194271539533,1.0,4.5879781194271539533,3.9914711676997665058,0.8,0.8,3.9569692546056001124,-8.903617863223041301,1.0,-8.903617863223041301,-8.903617863223041301,-387.7271813017908971,-385.118421267866546,-11.321596173824640341,11.321596173824706177,22.643192347649346519
161,161,0.805,0.805,-133.85262437817292071,-4.3421712007539609024,-3.9903654837455482189,-0.04439267544560438622,4.4608572159619849194,1.0,4.4608572159619849194,3.9903654837455482189,0.805,0.805,3.910883405299230507,-9.506897058619320773,1.0,-9.506897058619320773,-9.506897058619320773,-387.7972598224981294,-385.01173898432266843,-11.321596173824640341,11.321596173824706177,22.643192347649346519
162,162,0.81,0.81,-138.21699809054800354,-4.3871649686002864785,-3.989229446094282772,-0.04557328526823610851,4.3452953946992766403,1.0,4.3452953946992766403,3.989229446094282772,0.81,0.81,3.8619002840194068236,-10.066198763682948414,1.0,-10.066198763682948414,-10.066198763682948414,-387.851524251997192,-384.9021280142380881,-11.321596173824640341,11.321596173824706177,22.643192347649346519
163,163,0.815,0.815,-142.62695431537349366,-4.4333177712904331194,-3.988064144229666568,-0.046716894325795017828,4.2389244716560625114,1.0,4.2389244716560625114,3.988064144229666568,0.815,0.815,3.8102214176624018313,-10.588552720504649379,1.0,-10.588552720504649379,-10.588552720504649379,-387.89213942391695542,-384.78969347680909316,-11.321596173824640341,11.321596173824706177,22.643192347649346519
164,164,0.82,0.82,-147.08363363312886977,-4.480598757251876514,-3.9868703571162021596,-0.047835577525215937367,4.139792949985687763,1.0,4.139792949985687763,3.9868703571162021596,0.82,0.82,3.7560147568143616202,-11.080322580295597634,1.0,-11.080322580295597634,-11.080322580295597634,-387.92104504671103313,-384.67451053068442302,-11.321596173824640341,11.321596173824706177,22.643192347649346519
165,165,0.825,0.825,-151.58815182987724669,-4.528988926340864994,-3.9856485644842992127,-0.048940917286301715422,4.046294952726806581,1.0,4.046294952726806581,3.9856485644842992127,0.825,0.825,3.6994181918594457605,-11.547168903728456252,1.0,-11.547168903728456252,-11.547168903728456252,-387.93994595160442068,-384.556625462811983,-11.321596173824640341,11.321596173824706177,22.643192347649346519
166,166,0.83,0.83,-156.14161148581059976,-4.578480591824479945,-3.9843989604145699716,-0.05004396774499153891,3.9571080296126554079,1.0,3.9571080296126554079,3.9843989604145699716,0.83,0.83,3.6405430677770769592,-11.994071413103349538,1.0,-11.994071413103349538,-11.994071413103349538,-387.95031992316338515,-384.43605699912410373,-11.321596173824640341,11.321596173824706177,22.643192347649346519
167,167,0.835,0.835,-160.74511301352620658,-4.629076861830848072,-3.9831214664305776777,-0.05115531033339295805,3.871140362687115259,1.0,3.871140362687115259,3.9831214664305776777,0.835,0.835,3.5794774777284121628,-12.425384724468792802,1.0,-12.425384724468792802,-12.425384724468792802,-387.95343529206507718,-384.3127975677957209,-11.321596173824640341,11.321596173824706177,22.643192347649346519
168,168,0.84,0.84,-165.39976520947229591,-4.680791212491265861,-3.9818157422764762666,-0.05228516865768193314,3.7874868090013807424,1.0,3.7874868090013807424,3.9818157422764762666,0.84,0.84,3.5162892205323889251,-12.8449102516928904405,1.0,-12.8449102516928904405,-12.8449102516928904405,-387.9503730428745377,-384.1868143391285208,-11.321596173824640341,11.321596173824706177,22.643192347649346519
169,169,0.845,0.845,-170.1066954385087383,-4.7336471991462119382,-3.9804811932087056185,-0.053443561755034469513,3.7053927562888913133,1.0,3.7053927562888913133,3.9804811932087056185,0.845,0.845,3.451028375211483149,-13.255973338551057139,1.0,-13.255973338551057139,-13.255973338551057139,-387.94205011728803809,-384.05804992909257833,-11.321596173824640341,11.321596173824706177,22.643192347649346519
170,170,0.85,0.85,-174.86705960776471978,-4.7876783360013348,-3.9791169730345307984,-0.05464048349583128239,3.6242246394560384826,1.0,3.6242246394560384826,3.9791169730345307984,0.85,0.85,3.3837294871468782409,-13.661499183640250815,1.0,-13.661499183640250815,-13.661499183640250815,-387.9292419533074181,-383.92642269250082462,-11.321596173824640341,11.321596173824706177,22.643192347649346519
171,171,0.855,0.855,-179.6820521105114079,-4.842928166137874503,-3.9777219823443644654,-0.055886102478121441745,3.543446005648868437,1.0,3.543446005648868437,3.9777219823443644654,0.855,0.855,3.3144133833750805242,-14.064084167920037544,1.0,-14.064084167920037544,-14.064084167920037544,-387.91260321365465882,-383.7918265524540878,-11.321596173824640341,11.321596173824706177,22.643192347649346519
172,172,0.86,0.86,-184.55291594004046879,-4.8994505409575776836,-3.9762948614561242802,-0.057190981779414572922,3.4625981306140439775,1.0,3.4625981306140439775,3.9762948614561242802,0.86,0.86,3.2430886454676777454,-14.466061165905041375,1.0,-14.466061165905041375,-14.466061165905041375,-387.89268624118525133,-383.6541303195750742,-11.321596173824640341,11.321596173824706177,22.643192347649346519
173,173,0.865,0.865,-189.48095319242656327,-4.957310129696703649,-3.9748339775506269266,-0.05856632194332884664,3.3812843290552552266,1.0,3.3812843290552552266,3.9748339775506269266,0.865,0.865,3.1697527717160299873,-14.869558647230729842,1.0,-14.869558647230729842,-14.869558647230729842,-387.86995713440119138,-383.51317645076258753,-11.321596173824640341,11.321596173824706177,22.643192347649346519
174,174,0.87,0.87,-194.46753619943387609,-5.016583184844235377,-3.973337405345713701,-0.0600242341106270276,3.2991572409305013616,1.0,3.2991572409305013616,3.973337405345713701,0.87,0.87,3.0943930589953703204,-15.2765541082955086105,1.0,-15.2765541082955086105,-15.2765541082955086105,-387.84480953825870217,-383.36877918452811814,-11.321596173824640341,11.321596173824706177,22.643192347649346519
175,175,0.875,0.875,-199.51411956211503403,-5.077358597917957704,-3.9718029004391948026,-0.061578053747134084417,3.2159085022494604727,1.0,3.2159085022494604727,3.9718029004391948026,0.875,0.875,3.0169872306330747709,-15.688922798526211189,1.0,-15.688922798526211189,-15.688922798526211189,-387.81757634894914946,-383.22072196898096957,-11.321596173824640341,11.321596173824706177,22.643192347649346519
176,176,0.88,0.88,-204.6222533952697915,-5.1397392923385035457,-3.970227864140481895,-0.06324270947124030137,3.1312603184314368077,1.0,3.1312603184314368077,3.970227864140481895,0.88,0.88,2.9375038310101080747,-16.108482953236477303,1.0,-16.108482953236477303,-16.108482953236477303,-387.78853957389493357,-383.0687540685966457,-11.321596173824640341,11.321596173824706177,22.643192347649346519
177,177,0.885,0.885,-209.79359814679204112,-5.203844016860438307,-3.9686092981886449769,-0.06503516660322185977,3.0449585499727515293,1.0,3.0449585499727515293,3.9686092981886449769,0.885,0.885,2.8559024011007098605,-16.537038907000353338,1.0,-16.537038907000353338,-16.537038907000353338,-387.7579385949246329,-382.91258619517352937,-11.321596173824640341,11.321596173824706177,22.643192347649346519
178,178,0.89,0.89,-215.02994142899066811,-5.2698096255449472652,-3.9669437471858883793,-0.066974971957458273586,2.9567669953362387847,1.0,2.9567669953362387847,3.9669437471858883793,0.89,0.89,2.7721334419401044004,-16.976423604548845692,1.0,-16.976423604548845692,-16.976423604548845692,-387.72597706964050618,-382.75188495350769438,-11.321596173824640341,11.321596173824706177,22.643192347649346519
179,179,0.895,0.895,-220.33321739788193565,-5.337793960775354854,-3.9652272258049322334,-0.069084936066865377385,2.8664626164771383158,1.0,2.8664626164771383158,3.9652272258049322334,0.895,0.895,2.6861381650552212587,-17.428542202993909216,1.0,-17.428542202993909216,-17.428542202993909216,-387.6928286834501461,-382.58626581797293068,-11.321596173824640341,11.321596173824706177,22.643192347649346519
180,180,0.9,0.9,-225.70552935054137782,-5.40797949767867802,-3.9634551267718220945,-0.07139200292947564877,2.7738315003293214454,1.0,2.7738315003293214454,3.9634551267718220945,0.9,0.9,2.5978480199101651594,-17.895418718233855632,1.0,-17.895418718233855632,-17.895418718233855632,-387.65864193865409,-382.41528425421157028,-11.321596173824640341,11.321596173824706177,22.643192347649346519
181,181,0.905,0.905,-231.14917639323929169,-5.4805779666343061515,-3.9616221041532339393,-0.073928377757935693354,2.6786653867313581557,1.0,2.6786653867313581557,3.9616221041532339393,0.905,0.905,2.50718397787288255,-18.379248063994985105,1.0,-18.379248063994985105,-18.379248063994985105,-387.6235441408218773,-382.23842445807134668,-11.321596173824640341,11.321596173824706177,22.643192347649346519
182,182,0.91,0.91,-236.66668528380999012,-5.5558362531945494067,-3.9597219243906906082,-0.07673301368925403848,2.5807586210459955314,1.0,2.5807586210459955314,3.9597219243906906082,0.91,0.91,2.4140555392702151517,-18.882456435786923121,1.0,-18.882456435786923121,-18.882456435786923121,-387.5876447182778625,-382.05508498259229402,-11.321596173824640341,11.321596173824706177,22.643192347649346519
183,183,0.915,0.915,-242.2608488996283905,-5.6340439940128142285,-3.9577472745126583533,-0.07985360484777402276,2.479905409090657522,1.0,2.479905409090657522,3.9577472745126583533,0.915,0.915,2.3183594135150131577,-19.407773909233117154,1.0,-19.407773909233117154,-19.407773909233117154,-387.55103798869248868,-381.86456023328718537,-11.321596173824640341,11.321596173824706177,22.643192347649346519
184,184,0.92,0.92,-247.93477327183561858,-5.7155434628900974522,-3.955689512523954593,-0.08334930540967254442,2.3758972630190842454,1.0,2.3758972630190842454,3.955689512523954593,0.92,0.92,2.2199778001778838147,-19.958324516772600804,1.0,-19.958324516772600804,-19.958324516772600804,-387.5138054677950113,-381.66601638438063926,-11.321596173824640341,11.321596173824706177,22.643192347649346519
185,185,0.925,0.925,-253.6919358254085854,-5.8007426048321593173,-3.953538338311733206,-0.0872945093969823005,2.2685205285571885452,1.0,2.2685205285571885452,3.953538338311733206,0.925,0.925,2.1187761683472869795,-20.537741204631466407,1.0,-20.537741204631466407,-20.537741204631466407,-387.47601779902083108,-381.4584596260638114,-11.321596173824640341,11.321596173824706177,22.643192347649346519
186,186,0.93,0.93,-259.5362584814999372,-5.8901324816840620532,-3.951281353164532731,-0.091784214057228596245,2.1575538738492544165,1.0,2.1575538738492544165,3.951281353164532731,0.93,0.93,2.0146003881315689755,-21.150316398336043683,1.0,-21.150316398336043683,-21.150316398336043683,-387.43773636925592815,-381.24069366454346736,-11.321596173824640341,11.321596173824706177,22.643192347649346519
187,187,0.935,0.935,-265.4722007887767095,-5.98431103294661651,-3.948903459840699167,-0.09694180641864972789,2.0427655921964099916,1.0000000000000142,2.0427655921964390211,3.948903459840699167,0.935,0.935,1.9072730043639263622,-21.801204187719459837,1.0000000000000142,-21.80120418771976965,-21.80120418771976965,-387.39901466444630784,-381.01126183744450612,-11.321596173824640341,11.321596173824706177,22.643192347649346519
188,188,0.94,0.94,-271.50488054739317023,-6.084016094521361509,-3.946386028885427432,-0.10293066399532960903,1.9239105132593739501,0.9999999999999858,1.9239105132593466097,3.946386028885427432,0.94,0.94,1.7965883462543765314,-22.496698750014505419,0.9999999999999858,-22.496698750014185722,-22.496698750014185722,-387.35989940938707177,-380.76836667563282168,-11.321596173824640341,11.321596173824706177,22.643192347649346519
189,189,0.945,0.945,-277.64023297781943253,-6.190172360937275728,-3.9437057128919293936,-0.109971957986624124803,1.8007262053247159573,1.0,1.8007262053247159573,3.9437057128919293936,0.945,0.945,1.6823060168637836416,-23.244628093494650409,1.0,-23.244628093494650409,-23.244628093494650409,-387.32043152820422405,-380.50975549681029148,-11.321596173824640341,11.321596173824706177,22.643192347649346519
190,190,0.95,0.95,-283.8852252692677217,-6.3039600104946097586,-3.9408327138004188535,-0.118372933287538971425,1.6729279329114095157,1.0,1.6729279329114095157,3.9408327138004188535,0.95,0.95,1.5641420653194298291,-24.054927407286328958,1.0,-24.054927407286328958,-24.054927407286328958,-387.28064695561676997,-380.23255322528187558,-11.321596173824640341,11.321596173824706177,22.643192347649346519
191,191,0.955,0.955,-290.24815299880865205,-6.4269182275123536707,-3.9377281690878774628,-0.1285736966123044514,1.5402013927818531542,1.0,1.5402013927818531542,3.9377281690878774628,0.955,0.955,1.4417567427909201469,-24.940502137143437847,1.0,-24.940502137143437847,-24.940502137143437847,-387.24057732379010652,-379.93301019760707923,-11.321596173824640341,11.321596173824706177,22.643192347649346519
192,192,0.96,0.96,-296.73906172429242903,-6.5611074037192186614,-3.9343400563811586484,-0.14122850813288203436,1.402191308365706993,1.0,1.402191308365706993,3.9343400563811586484,0.96,0.96,1.3147370439479952381,-25.918578591897979281,1.0,-25.918578591897979281,-25.918578591897979281,-387.20025054526122815,-379.60610701783512022,-11.321596173824640341,11.321596173824706177,22.643192347649346519
193,193,0.965,0.965,-303.37036780624708937,-6.7093752437781177395,-3.9305964746177018642,-0.15735578213081549692,1.2584817914905334059,1.0,1.2584817914905334059,3.9305964746177018642,0.965,0.965,1.1825709568719401331,-27.012918159719995305,1.0,-27.012918159719995305,-27.012918159719995305,-387.15969130886293284,-379.24490628806497422,-11.321596173824640341,11.321596173824706177,22.643192347649346519
194,194,0.97,0.97,-310.1578122118486645,-6.8758189679808496553,-3.926393973992349432,-0.17863677789076537472,1.1085588809627755633,1.0,1.1085588809627755633,3.926393973992349432,0.97,0.97,1.0446078623507950546,-28.25766171730588866,1.0,-28.25766171730588866,-28.25766171730588866,-387.11892150265875046,-378.83942661948812508,-11.321596173824640341,11.321596173824706177,22.643192347649346519
195,195,0.975,0.975,-317.12200574220878868,-7.066648799559648489,-3.9215757539579971938,-0.20807309997125775919,0.9517298806272295652,1.0,0.9517298806272295652,3.9215757539579971938,0.975,0.975,0.8999943396988810056,-29.704510294426122036,1.0,-29.704510294426122036,-29.704510294426122036,-387.07796057550728963,-378.37453905924043587,-11.321596173824640341,11.321596173824706177,22.643192347649346519
196,196,0.98,0.98,-324.29110981096796149,-7.2919651679233651737,-3.915886791015799842,-0.25165113578693298901,0.78692029733197590757,1.0,0.78692029733197590757,3.915886791015799842,0.98,0.98,0.74756275940653358107,-31.4375026162799832,1.0,-31.4375026162799832,-31.4375026162799832,-387.0368258469071315,-377.82563758033709642,-11.321596173824640341,11.321596173824706177,22.643192347649346519
197,197,0.985,0.985,-331.70593607805551903,-7.569951071133514467,-3.9088679866861341739,-0.32356056362194807186,0.6120319002434505294,1.0,0.6120319002434505294,3.9088679866861341739,0.985,0.985,0.58561931353608090553,-33.607873241166974023,1.0,-33.607873241166974023,-33.607873241166974023,-386.99553277315722896,-377.14842591349530557,-11.321596173824640341,11.321596173824706177,22.643192347649346519
198,198,0.99,0.99,-339.43101195323499042,-7.9390862951672613174,-3.8995477733991980643,-0.39857803200466337262,0.49683969184499812572,1.0,0.49683969184499812572,3.8995477733991980643,0.99,0.99,0.41148402699486355424,-36.535607977705389177,1.0,-36.535607977705389177,-36.535607977705389177,-386.95409517653215803,-376.249162039064479,-11.321596173824640341,11.321596173824706177,22.643192347649346519
199,199,0.995,0.995,-347.58410866839004166,-8.367107135142841212,-3.888740770273803421,-0.457463647946496417,0.43288551448036298761,0.9999999999999432,0.43288551448033838091,3.888740770273803421,0.995,0.995,0.22026323375902670224,-39.952709316629292674,0.9999999999999432,-39.952709316627021626,-39.952709316627021626,-386.9125885830478785,-375.20644475327549575,-11.321596173824640341,11.321596173824706177,22.643192347649346519
